Timestamp,hash-rate
2020-11-07 00:00:00,121840657.43031493
2020-11-08 00:00:00,115164457.02317438
2020-11-09 00:00:00,154387134.41512507
2020-11-10 00:00:00,122675182.48120748
2020-11-11 00:00:00,122675182.48120748
2020-11-12 00:00:00,133524008.14281088
2020-11-13 00:00:00,115998982.07406694
2020-11-14 00:00:00,118502557.22674464
2020-11-15 00:00:00,125178757.63388519
2020-11-16 00:00:00,135534841.86269382
2020-11-17 00:00:00,137334450.8705656
2020-11-18 00:00:00,147831351.5740483
2020-11-19 00:00:00,119839616.36476107
2020-11-20 00:00:00,146956609.8487581
2020-11-21 00:00:00,147831351.5740483
2020-11-22 00:00:00,152205060.20049945
2020-11-23 00:00:00,128587033.61766332
2020-11-24 00:00:00,118964874.63947083
2020-11-25 00:00:00,135584967.41998515
2020-11-26 00:00:00,131211258.79353401
2020-11-27 00:00:00,134710225.69469494
2020-11-28 00:00:00,134710225.69469494
2020-11-29 00:00:00,135399801.26976258
2020-11-30 00:00:00,107610727.917311
2020-12-01 00:00:00,144750713.6586838
2020-12-02 00:00:00,124752259.79794464
2020-12-03 00:00:00,149512250.29219317
2020-12-04 00:00:00,137132255.0450689
2020-12-05 00:00:00,137132255.0450689
2020-12-06 00:00:00,129513796.43145394
2020-12-07 00:00:00,142846099.00528008
2020-12-08 00:00:00,137132255.0450689
2020-12-09 00:00:00,132370718.41155955
2020-12-10 00:00:00,123799952.47124276
2020-12-11 00:00:00,131418411.08485769
2020-12-12 00:00:00,125704567.1246465
2020-12-13 00:00:00,148463110.1109586
2020-12-14 00:00:00,134574371.39496115
2020-12-15 00:00:00,129933875.82961763
2020-12-16 00:00:00,132718173.16882376
2020-12-17 00:00:00,119724785.58586197
2020-12-18 00:00:00,145711560.75178552
2020-12-19 00:00:00,146639659.8648542
2020-12-20 00:00:00,140142966.07337332
2020-12-21 00:00:00,126221479.37734285
2020-12-22 00:00:00,132718173.16882376
2020-12-23 00:00:00,142927263.41257942
2020-12-24 00:00:00,116940488.24665588
2020-12-25 00:00:00,133646272.28189245
2020-12-26 00:00:00,127149578.49041158
2020-12-27 00:00:00,137358668.73416725
2020-12-28 00:00:00,147938033.9968089
2020-12-29 00:00:00,140537799.38571388
2020-12-30 00:00:00,159029615.0943604
2020-12-31 00:00:00,153482070.38176647
2021-01-01 00:00:00,137764027.0294169
2021-01-02 00:00:00,139613208.60028157
2021-01-03 00:00:00,146085344.09830785
2021-01-04 00:00:00,159954205.87979275
2021-01-05 00:00:00,145160753.31287554
2021-01-06 00:00:00,163652569.02152207
2021-01-07 00:00:00,155331251.95263115
2021-01-08 00:00:00,136839436.24398455
2021-01-09 00:00:00,133808024.52210465
2021-01-10 00:00:00,162879650.9247733
2021-01-11 00:00:00,157757649.32336533
2021-01-12 00:00:00,151611247.4016758
2021-01-13 00:00:00,155708848.68280214
2021-01-14 00:00:00,150586847.08139417
2021-01-15 00:00:00,158782049.6436469
2021-01-16 00:00:00,150586847.08139417
2021-01-17 00:00:00,136245242.59745187
2021-01-18 00:00:00,148538046.440831
2021-01-19 00:00:00,152635647.72195736
2021-01-20 00:00:00,144440445.1597046
2021-01-21 00:00:00,132147641.31632549
2021-01-22 00:00:00,145464845.4799862
2021-01-23 00:00:00,159781151.23197326
2021-01-24 00:00:00,143884925.38771522
2021-01-25 00:00:00,144920068.73582825
2021-01-26 00:00:00,166658079.0462025
2021-01-27 00:00:00,146990355.43205437
2021-01-28 00:00:00,150095785.47639358
2021-01-29 00:00:00,157341788.913185
2021-01-30 00:00:00,140779495.34337604
2021-01-31 00:00:00,149060642.12828052
2021-02-01 00:00:00,124217201.7735671
2021-02-02 00:00:00,157341788.913185
2021-02-03 00:00:00,155271502.21695888
2021-02-04 00:00:00,165622935.69808948
2021-02-05 00:00:00,174939225.83110696
2021-02-06 00:00:00,169021265.50315762
2021-02-07 00:00:00,166219498.0035569
2021-02-08 00:00:00,172612555.6190783
2021-02-09 00:00:00,152367873.16992718
2021-02-10 00:00:00,152367873.16992718
2021-02-11 00:00:00,137450738.7337105
2021-02-12 00:00:00,151302363.56734022
2021-02-13 00:00:00,167285007.6061438
2021-02-14 00:00:00,158760930.78544855
2021-02-15 00:00:00,160891949.9906224
2021-02-16 00:00:00,128926661.9130153
2021-02-17 00:00:00,147040325.15699264
2021-02-18 00:00:00,145974815.55440575
2021-02-19 00:00:00,163181402.20420986
2021-02-20 00:00:00,157667240.0893604
2021-02-21 00:00:00,152267677.07260144
2021-02-22 00:00:00,143628376.2457872
2021-02-23 00:00:00,137148900.6256765
2021-02-24 00:00:00,171706103.93293357
2021-02-25 00:00:00,168466366.12287825
2021-02-26 00:00:00,150107851.8658979
2021-02-27 00:00:00,169546278.72623003
2021-02-28 00:00:00,141468551.03908366
2021-03-01 00:00:00,140388638.43573186
2021-03-02 00:00:00,154427502.27930507
2021-03-03 00:00:00,164146715.7094711
2021-03-04 00:00:00,138228813.22902828
2021-03-05 00:00:00,160906977.89941573
2021-03-06 00:00:00,162254330.9888254
2021-03-07 00:00:00,155665151.9066483
2021-03-08 00:00:00,165260948.9419896
2021-03-09 00:00:00,149267953.88308737
2021-03-10 00:00:00,158863750.91842875
2021-03-11 00:00:00,140738356.51833954
2021-03-12 00:00:00,159929950.58902222
2021-03-13 00:00:00,152466552.89486787
2021-03-14 00:00:00,167393348.28317663
2021-03-15 01:00:00,157797551.24783528
2021-03-16 01:00:00,158863750.91842875
2021-03-17 01:00:00,145003155.2007135
2021-03-18 01:00:00,162062349.9302092
2021-03-19 01:00:00,158357615.36380938
2021-03-20 01:00:00,167389189.0439892
2021-03-21 01:00:00,169563074.61598912
2021-03-22 01:00:00,164128360.68598944
2021-03-23 01:00:00,174997788.54598877
2021-03-24 01:00:00,165215303.47198936
2021-03-25 01:00:00,167389189.0439892
2021-03-26 01:00:00,147824218.8959905
2021-03-27 01:00:00,172823902.97398886
2021-03-28 01:00:00,172823902.97398886
2021-03-29 01:00:00,164128360.68598944
2021-03-30 01:00:00,158693646.7559898
2021-03-31 01:00:00,170650017.401989
2021-04-01 01:00:00,157606703.96998987
2021-04-02 01:00:00,160517766.38346806
2021-04-03 01:00:00,150672055.73110902
2021-04-04 01:00:00,167924581.1965032
2021-04-05 01:00:00,179426264.84009933
2021-04-06 01:00:00,165624244.467784
2021-04-07 01:00:00,180576433.20445892
2021-04-08 01:00:00,154122560.82418784
2021-04-09 01:00:00,174825591.38266087
2021-04-10 01:00:00,180576433.20445892
2021-04-11 01:00:00,166774412.8321436
2021-04-12 01:00:00,165624244.467784
2021-04-13 01:00:00,163323907.73906472
2021-04-14 01:00:00,155272729.1885475
2021-04-15 01:00:00,198514005.70963436
2021-04-16 01:00:00,120743465.5644424
2021-04-17 01:00:00,106676265.69285686
2021-04-18 01:00:00,145361065.33971703
2021-04-19 01:00:00,113709865.62864962
2021-04-20 01:00:00,150050131.96357888
2021-04-21 01:00:00,118398932.25251147
2021-04-22 01:00:00,167634131.8030608
2021-04-23 01:00:00,158255998.5553371
2021-04-24 01:00:00,169978665.11499172
2021-04-25 01:00:00,165289598.49112985
2021-04-26 01:00:00,133638398.78006244
2021-04-27 01:00:00,166461865.14709532
2021-04-28 01:00:00,166461865.14709532
2021-04-29 01:00:00,143016532.0277861
2021-04-30 01:00:00,169978665.11499172
2021-05-01 01:00:00,158954589.9843886
2021-05-02 01:00:00,189527186.50027975
2021-05-03 01:00:00,181331416.27324066
2021-05-04 01:00:00,185429301.3867602
2021-05-05 01:00:00,160841990.70564282
2021-05-06 01:00:00,174160117.3245814
2021-05-07 01:00:00,176209059.88134116
2021-05-08 01:00:00,175184588.60296133
2021-05-09 01:00:00,190551657.77865964
2021-05-10 01:00:00,184404830.1083803
2021-05-11 01:00:00,176209059.88134116
2021-05-12 01:00:00,176209059.88134116
2021-05-13 01:00:00,185896531.25400168
2021-05-14 01:00:00,166839065.28467855
2021-05-15 01:00:00,153143321.1195184
2021-05-16 01:00:00,164348929.98192218
2021-05-17 01:00:00,150653185.81676203
2021-05-18 01:00:00,124506765.13781983
2021-05-19 01:00:00,155633456.42227483
2021-05-20 01:00:00,139447576.95435822
2021-05-21 01:00:00,136957441.6516018
2021-05-22 01:00:00,144427847.55987102
2021-05-23 01:00:00,148163050.51400563
2021-05-24 01:00:00,156878524.07365298
2021-05-25 01:00:00,153143321.1195184
2021-05-26 01:00:00,151898253.46814018
2021-05-27 01:00:00,145672915.21124923
2021-05-28 01:00:00,148163050.51400563
2021-05-29 01:00:00,144427847.55987102
2021-05-30 01:00:00,151858199.84334671
2021-05-31 01:00:00,147526659.02062267
2021-06-01 01:00:00,148572947.38247102
2021-06-02 01:00:00,173683868.0668324
2021-06-03 01:00:00,153804389.191713
2021-06-04 01:00:00,137063775.4021388
2021-06-05 01:00:00,137063775.4021388
2021-06-06 01:00:00,156943254.27725816
2021-06-07 01:00:00,139156352.12583557
2021-06-08 01:00:00,155896965.91540977
2021-06-09 01:00:00,131832333.59289683
2021-06-10 01:00:00,123462026.69810976
2021-06-11 01:00:00,109860277.9940807
2021-06-12 01:00:00,138110063.76398718
2021-06-13 01:00:00,136724465.12868512
2021-06-14 01:00:00,133766696.2189013
2021-06-15 01:00:00,129803238.5531561
2021-06-16 01:00:00,121876323.22166562
2021-06-17 01:00:00,128812374.13671976
2021-06-18 01:00:00,122867187.63810194
2021-06-19 01:00:00,102059034.89293952
2021-06-20 01:00:00,104040763.72581212
2021-06-21 01:00:00,104040763.72581212
2021-06-22 01:00:00,90168661.89570382
2021-06-23 01:00:00,100077306.0600669
2021-06-24 01:00:00,104040763.72581212
2021-06-25 01:00:00,108995085.80799364
2021-06-26 01:00:00,88186933.06283121
2021-06-27 01:00:00,58461000.569742054
2021-06-28 01:00:00,86205204.22995861
2021-06-29 01:00:00,89177797.47926754
2021-06-30 01:00:00,88186933.06283121
2021-07-01 01:00:00,94132119.56144907
2021-07-02 01:00:00,89177797.47926754
2021-07-03 01:00:00,98706076.21227616
2021-07-04 01:00:00,82108836.0775171
2021-07-05 01:00:00,94246664.01941094
2021-07-06 01:00:00,101386562.80876024
2021-07-07 01:00:00,87820755.10899657
2021-07-08 01:00:00,99244593.17195547
2021-07-09 01:00:00,93532674.14047602
2021-07-10 01:00:00,114952370.50852396
2021-07-11 01:00:00,89248734.86686642
2021-07-12 01:00:00,89962724.74580133
2021-07-13 01:00:00,97102623.53515066
2021-07-14 01:00:00,121378279.41893831
2021-07-15 01:00:00,91390704.50367121
2021-07-16 01:00:00,107098481.84023969
2021-07-17 01:00:00,101997588.09440474
2021-07-18 01:00:00,97872242.08868839
2021-07-19 01:00:00,115543619.13247934
2021-07-20 01:00:00,82919538.43624988
2021-07-21 01:00:00,98551910.4365265
2021-07-22 01:00:00,103989257.2192314
2021-07-23 01:00:00,91755226.95814537
2021-07-24 01:00:00,104668925.56706952
2021-07-25 01:00:00,103989257.2192314
2021-07-26 01:00:00,101950252.17571706
2021-07-27 01:00:00,115543619.13247934
2021-07-28 01:00:00,106707930.61058386
2021-07-29 01:00:00,108746935.65409821
2021-07-30 01:00:00,112824945.7411269
2021-07-31 01:00:00,112465862.12588961
2021-08-01 01:00:00,110975800.79118258
2021-08-02 01:00:00,103048957.87752669
2021-08-03 01:00:00,121785132.03707698
2021-08-04 01:00:00,98004603.29610927
2021-08-05 01:00:00,115299533.28954034
2021-08-06 01:00:00,114578911.20648071
2021-08-07 01:00:00,120343887.87095772
2021-08-08 01:00:00,113858289.12342106
2021-08-09 01:00:00,109534556.62506332
2021-08-10 01:00:00,118902643.70483847
2021-08-11 01:00:00,105931446.20976518
2021-08-12 01:00:00,108813934.5420037
2021-08-13 01:00:00,108175319.62792763
2021-08-14 01:00:00,126820808.5468918
2021-08-15 01:00:00,140740165.58252627
2021-08-16 01:00:00,124500915.70761941
2021-08-17 01:00:00,133007189.45161822
2021-08-18 01:00:00,104395177.76725851
2021-08-19 01:00:00,119087832.41598378
2021-08-20 01:00:00,123727618.0945286
2021-08-21 01:00:00,131460594.22543663
2021-08-22 01:00:00,126820808.5468918
2021-08-23 01:00:00,152339629.77888831
2021-08-24 01:00:00,119087832.41598378
2021-08-25 01:00:00,130687447.2547367
2021-08-26 01:00:00,127844614.11993943
2021-08-27 01:00:00,127844614.11993943
2021-08-28 01:00:00,123466373.91035247
2021-08-29 01:00:00,136601094.53911337
2021-08-30 01:00:00,118212485.65884812
2021-08-31 01:00:00,126093318.03610466
2021-09-01 01:00:00,119963781.7426829
2021-09-02 01:00:00,130471558.24569161
2021-09-03 01:00:00,129595910.20377423
2021-09-04 01:00:00,135725446.49719596
2021-09-05 01:00:00,143606278.8744525
2021-09-06 01:00:00,150611463.20979166
2021-09-07 01:00:00,133974150.41336119
2021-09-08 01:00:00,129910433.67934506
2021-09-09 01:00:00,125412870.36132078
2021-09-10 01:00:00,124497447.94992428
2021-09-11 01:00:00,135482516.8866823
2021-09-12 01:00:00,134567094.4752858
2021-09-13 01:00:00,145552163.4120438
2021-09-14 01:00:00,153790965.11461234
2021-09-15 01:00:00,129989982.41830327
2021-09-16 01:00:00,124497447.94992428
2021-09-17 01:00:00,134567094.4752858
2021-09-18 01:00:00,141890473.7664578
2021-09-19 01:00:00,146467585.8234403
2021-09-20 01:00:00,150129275.4690263
2021-09-21 01:00:00,113928907.44351819
2021-09-22 01:00:00,126546633.84005067
2021-09-23 01:00:00,155822347.6388684
2021-09-24 01:00:00,139767923.94274256
2021-09-25 01:00:00,135990412.4848306
2021-09-26 01:00:00,131268523.16244063
2021-09-27 01:00:00,146378568.99408844
2021-09-28 01:00:00,143545435.4006545
2021-09-29 01:00:00,122769122.38213871
2021-09-30 01:00:00,161488614.82573634
2021-10-01 01:00:00,132212901.02691859
2021-10-02 01:00:00,177543038.52186212
2021-10-03 01:00:00,141656679.6716985
2021-10-04 01:00:00,147411968.39584854
2021-10-05 01:00:00,162177735.83152118
2021-10-06 01:00:00,129544410.9385932
2021-10-07 01:00:00,139433297.2697835
2021-10-08 01:00:00,118666635.97428384
2021-10-09 01:00:00,148333294.9678548
2021-10-10 01:00:00,157233292.66592607
2021-10-11 01:00:00,144377740.43537864
2021-10-12 01:00:00,132511076.83795026
2021-10-13 01:00:00,167122178.99711636
2021-10-14 01:00:00,135477742.7373074
2021-10-15 01:00:00,139433297.2697835
2021-10-16 01:00:00,131522188.20483124
2021-10-17 01:00:00,158222181.29904512
2021-10-18 01:00:00,146534419.32302314
2021-10-19 01:00:00,154737198.72913387
2021-10-20 01:00:00,148747371.68155453
2021-10-21 01:00:00,147749067.17362463
2021-10-22 01:00:00,157732112.25292358
2021-10-23 01:00:00,144754153.64983496
2021-10-24 01:00:00,152740589.71327412
2021-10-25 01:00:00,181691420.4432411
2021-10-26 01:00:00,149745676.18948442
2021-10-27 01:00:00,156733807.7449937
2021-10-28 01:00:00,152740589.71327412
2021-10-29 01:00:00,170710070.85601225
2021-10-30 01:00:00,154737198.72913387
2021-10-31 01:00:00,140175299.14944655
2021-11-01 01:00:00,159350397.00608382
2021-11-02 01:00:00,170117315.72271112
2021-11-03 01:00:00,173347391.33769932
2021-11-04 01:00:00,153966937.6477702
2021-11-05 01:00:00,166887240.1077229
2021-11-06 01:00:00,165810548.2360602